TicketID,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type
5d6689e0-5090-474e-b35d,2:18:44,Online,Credit Card,None,Standard,Off-Peak
6466e47c-9624-4ff3-a434,3:04:05,Online,Credit Card,None,Standard,Off-Peak
9d3b66f6-e45e-449d-8c1f,1:23:13,Online,Credit Card,None,Standard,Off-Peak
b8f0a884-554e-4bdb-83ac,2:15:46,Online,Credit Card,None,Standard,Off-Peak
9abc9ea3-1160-46d7-a72d,3:03:32,Online,Credit Card,None,Standard,Off-Peak
2cb4418e-153d-43a3-b94d,13:24:58,Online,Credit Card,None,Standard,Off-Peak
59e9e883-9db5-4496-bf3c,1:35:04,Online,Credit Card,None,Standard,Off-Peak
96f52b10-6f9e-4d0f-89d7,0:40:38,Online,Credit Card,None,Standard,Off-Peak
f215f361-d7b4-4501-bbf4,0:57:40,Online,Credit Card,None,Standard,Off-Peak
03dfadf9-3704-4101-ae18,3:03:14,Online,Credit Card,None,Standard,Off-Peak
3aa96c9c-4047-47e4-aff2,1:05:50,Online,Credit Card,None,Standard,Off-Peak
d5a44bab-0886-4d4b-a164,6:00:32,Online,Credit Card,None,Standard,Off-Peak
dc6e3f71-8cc6-4958-9cab,6:03:15,Online,Credit Card,None,Standard,Off-Peak
98a4dbaa-48c9-4a26-ac5a,1:06:48,Online,Credit Card,None,Standard,Off-Peak
d4a23860-410c-47b1-9a4f,1:38:52,Online,Credit Card,None,Standard,Off-Peak
7adb061e-f9a6-4844-ab04,1:47:08,Online,Credit Card,None,Standard,Off-Peak
60a18676-9778-4ec5-87fb,0:56:28,Online,Credit Card,None,Standard,Off-Peak
a2d563cd-5c18-4608-9e7b,0:57:54,Online,Credit Card,None,Standard,Off-Peak
534c0bba-2574-41cb-ac90,1:17:29,Online,Credit Card,None,Standard,Off-Peak
8a3725c0-6481-4637-9897,2:04:18,Online,Credit Card,None,Standard,Off-Peak
39491546-69f6-4929-901b,1:40:59,Online,Credit Card,None,Standard,Off-Peak
fe62c9ec-cfdf-4fd4-9709,1:10:18,Online,Credit Card,None,Standard,Off-Peak
c73f954a-8b62-41f1-9826,1:16:25,Online,Credit Card,None,Standard,Off-Peak
956173aa-f790-4bd2-8ae2,2:35:17,Online,Credit Card,None,Standard,Off-Peak
b9acf84c-428e-4cee-846e,12:19:58,Online,Credit Card,None,Standard,Off-Peak
7fc1cf48-6f7f-4bab-b13f,13:27:27,Online,Credit Card,None,Standard,Off-Peak
a88d38b1-2a85-4a9a-b30b,1:01:23,Online,Credit Card,None,Standard,Off-Peak
db099fb4-7c27-4ecd-bd71,12:25:35,Online,Credit Card,None,Standard,Off-Peak
0b3eee34-0dd9-40e2-ab51,1:36:12,Online,Credit Card,None,Standard,Off-Peak
7da5bbfd-add0-455b-a909,1:48:07,Online,Credit Card,None,Standard,Off-Peak
043d0c20-411a-48b3-8951,4:49:23,Online,Credit Card,None,Standard,Off-Peak
ef2580b1-d765-47bf-8040,5:18:05,Online,Credit Card,None,Standard,Off-Peak
11a6c677-b819-4e28-bb16,6:01:12,Online,Credit Card,None,Standard,Off-Peak
06e90efc-f6db-419a-a3ea,12:21:53,Online,Credit Card,None,Standard,Off-Peak
3deff1a8-1b6d-4363-a450,14:59:02,Online,Credit Card,None,Standard,Off-Peak
8810ea32-7845-4d22-84c3,18:58:57,Online,Credit Card,None,Standard,Off-Peak
346e2ded-fd1c-46ba-8c23,0:33:47,Online,Credit Card,None,Standard,Off-Peak
10911312-05e7-468e-bb7e,12:16:48,Online,Credit Card,None,Standard,Off-Peak
39b6ea87-bccf-4ad8-95d4,0:34:34,Online,Credit Card,None,Standard,Off-Peak
48289dee-9418-47ec-8bb0,1:53:36,Online,Credit Card,None,Standard,Off-Peak
daaed157-690e-43df-acfc,12:29:19,Online,Credit Card,None,Standard,Off-Peak
fea751a1-ae21-447a-89ad,0:30:58,Online,Credit Card,None,Standard,Off-Peak
6090f203-6635-4116-bce0,2:21:22,Online,Credit Card,None,Standard,Off-Peak
baaf10a6-678e-45b5-a14d,18:47:50,Online,Credit Card,None,Standard,Off-Peak
2cc4a0ce-f619-4db5-8e31,0:15:14,Online,Credit Card,None,Standard,Off-Peak
721525ce-45b8-44c0-a8be,3:06:07,Online,Credit Card,None,Standard,Off-Peak
239aa36a-41c8-4ee9-ab64,12:24:13,Online,Credit Card,None,Standard,Off-Peak
ec04c8cd-2009-47ef-a4a6,0:39:48,Online,Credit Card,None,Standard,Off-Peak
adb6c423-3eb0-4aef-9551,0:40:39,Online,Credit Card,None,Standard,Off-Peak
51ca25a5-ba3f-4ed0-8681,3:07:58,Online,Credit Card,None,Standard,Off-Peak
f5e98fca-3e5e-4cad-8ac3,12:28:29,Online,Credit Card,None,Standard,Off-Peak
6f5cec50-afba-4e7d-9ae2,1:02:47,Online,Credit Card,None,Standard,Off-Peak
5b19115a-6e9c-464b-9881,1:15:55,Online,Credit Card,None,Standard,Off-Peak
4b8757c4-a5c6-462c-8da4,7:57:53,Online,Credit Card,None,Standard,Off-Peak
383a3b48-05b4-4e67-b334,1:13:50,Online,Credit Card,None,Standard,Off-Peak
794db44a-7d3b-4fa7-9174,1:37:11,Online,Credit Card,None,Standard,Off-Peak
9ddce564-7e7f-4f2a-9763,2:18:03,Online,Credit Card,None,Standard,Off-Peak
d884eb75-f51f-4bc3-91bd,0:16:31,Online,Credit Card,None,Standard,Off-Peak
de590701-98fe-403f-be16,1:04:51,Online,Credit Card,None,Standard,Off-Peak
822df21c-4058-4bf1-b8c4,1:16:37,Online,Credit Card,None,Standard,Off-Peak
a730772c-32d0-4873-beb3,3:00:31,Online,Credit Card,None,Standard,Off-Peak
1f935c7a-f52b-47fb-9144,1:23:45,Online,Credit Card,None,Standard,Off-Peak
03d10da7-8b43-40ed-b35b,2:25:16,Online,Credit Card,None,Standard,Off-Peak
2f2dc6a5-6e24-4f0b-8ed0,1:06:18,Online,Credit Card,None,Standard,Off-Peak
74c0f8b6-5e5d-40a6-bc17,1:22:31,Online,Credit Card,None,Standard,Off-Peak
fdefc3f9-7592-4833-9beb,1:36:45,Online,Credit Card,None,Standard,Off-Peak
2662b0fc-191f-4ab8-9ed2,0:49:13,Online,Credit Card,None,Standard,Off-Peak
0c803602-b797-46be-9361,1:04:33,Online,Credit Card,None,Standard,Off-Peak
f52e2fec-0ca0-4e72-b279,2:01:52,Online,Credit Card,None,Standard,Off-Peak
175401ab-7fbc-4f25-b7a7,7:54:03,Online,Credit Card,None,Standard,Off-Peak
26162cff-0b66-40e2-868d,1:17:19,Online,Credit Card,None,Standard,Off-Peak
026ee4ba-fab2-4ae2-bba7,14:15:52,Online,Credit Card,None,Standard,Off-Peak
2cbc71f5-ec5b-4d46-a448,0:43:43,Online,Credit Card,None,Standard,Off-Peak
9f315d55-d931-4ea0-8ef4,1:02:02,Online,Credit Card,None,Standard,Off-Peak
213e0654-0189-4b8c-8139,7:45:03,Online,Credit Card,None,Standard,Off-Peak
6273aaf2-3bbc-4c06-aacb,18:55:25,Online,Credit Card,None,Standard,Off-Peak
95e69fa6-b874-4b63-9b3c,6:06:47,Online,Credit Card,None,Standard,Off-Peak
e59a452d-f731-4761-807d,0:43:51,Online,Credit Card,None,Standard,Off-Peak
6f7bfc1f-359b-4063-8c00,3:01:32,Online,Credit Card,None,Standard,Off-Peak
e8f03c3e-c0e0-4d27-9637,0:47:32,Online,Credit Card,None,Standard,Off-Peak
f726f1b1-57b6-49f3-9137,12:21:32,Online,Credit Card,None,Standard,Off-Peak
51f0c540-043a-4fc8-a1c5,1:46:51,Online,Credit Card,None,Standard,Off-Peak
8c125026-48aa-46f7-a809,0:59:22,Online,Credit Card,None,Standard,Off-Peak
4e536cb6-d490-40bf-be88,2:02:00,Online,Credit Card,None,Standard,Off-Peak
f71333f1-ff97-481e-8130,0:35:36,Online,Credit Card,None,Standard,Off-Peak
42f4338b-91e7-4b9a-8e6d,18:48:31,Online,Credit Card,None,Standard,Off-Peak
96ed94e5-4cc0-4df6-bb99,2:25:47,Online,Credit Card,None,Standard,Off-Peak
ac4f1c1c-53d5-45fd-b7e5,6:10:01,Online,Credit Card,None,Standard,Off-Peak
fe2e4fae-317e-4f5c-928f,0:05:04,Online,Credit Card,None,Standard,Off-Peak
e92134bc-0670-4932-9f71,1:09:16,Online,Credit Card,None,Standard,Off-Peak
ed856ae3-64f2-460f-8eaa,1:12:53,Online,Credit Card,None,Standard,Off-Peak
7df32a6e-8e72-4da5-bdff,6:06:35,Online,Credit Card,None,Standard,Off-Peak
3ed03373-4b89-4e41-a0ac,7:46:58,Online,Credit Card,None,Standard,Off-Peak
b056d662-50b2-4f75-a04f,13:29:52,Online,Credit Card,None,Standard,Off-Peak
5c6d9f56-e0d5-43f8-a90f,18:15:44,Online,Credit Card,None,Standard,Off-Peak
4ac47f96-d9c7-4695-a146,2:10:20,Online,Credit Card,None,Standard,Off-Peak
088a72ec-7c40-4cee-b562,13:16:40,Online,Credit Card,None,Standard,Off-Peak
77acd7c9-196b-4d09-b2dd,1:01:34,Online,Credit Card,None,Standard,Off-Peak
fbd4fecc-a617-4534-adc4,1:50:35,Online,Credit Card,None,Standard,Off-Peak
587ba38c-afc9-4d31-86e7,3:20:10,Online,Credit Card,None,Standard,Off-Peak
0ff3857d-5ff3-47d2-8d79,20:10:33,Online,Credit Card,None,Standard,Off-Peak
46f7bec4-16a7-4db8-af8e,6:15:27,Online,Credit Card,None,Standard,Off-Peak
41cac2ad-b414-47be-b1bf,17:20:18,Online,Credit Card,None,Standard,Off-Peak
925feb1a-c5ee-41b9-b2d8,0:06:09,Online,Credit Card,None,Standard,Off-Peak
3d423788-e86a-4ba6-95ec,12:25:07,Online,Credit Card,None,Standard,Off-Peak
f96466a1-addd-4326-a85b,20:13:41,Online,Credit Card,None,Standard,Off-Peak
634a5fc7-25d0-4a12-9d5e,18:35:59,Online,Credit Card,None,Standard,Off-Peak
7509262b-014a-4ac9-bc27,18:42:22,Online,Credit Card,None,Standard,Off-Peak
060248d4-3f92-461e-96d1,13:22:42,Online,Credit Card,None,Standard,Off-Peak
6ebd6a67-ea7f-458c-837b,6:45:33,Online,Credit Card,None,Standard,Off-Peak
1c5f927c-7caa-466f-a3a9,12:29:25,Online,Credit Card,None,Standard,Off-Peak
554fb100-6169-474b-8c7b,5:06:38,Online,Credit Card,None,Standard,Off-Peak
9e2ceec1-6cc4-4d54-bcb2,7:15:40,Online,Credit Card,None,Standard,Off-Peak
b998a96e-95de-4a40-b9f1,17:33:53,Online,Credit Card,None,Standard,Off-Peak
894eea1d-a95c-4d7d-b6f0,17:34:19,Online,Credit Card,None,Standard,Off-Peak
d6c34908-00d7-4c71-a8ab,20:03:02,Online,Credit Card,None,Standard,Off-Peak
50f92d1e-fb07-413f-9cf9,12:20:52,Online,Credit Card,None,Standard,Off-Peak
dbe9eae8-8170-4c53-94cf,17:15:10,Online,Credit Card,None,Standard,Off-Peak
902715a0-e66f-4744-8c14,3:27:28,Online,Credit Card,None,Standard,Off-Peak
4d52397e-eb7e-41da-91a8,6:46:27,Online,Credit Card,None,Standard,Off-Peak
36533214-d700-4809-952a,17:35:31,Online,Credit Card,None,Standard,Off-Peak
4c3b3eaa-3dc2-477e-b90c,18:43:40,Online,Credit Card,None,Standard,Off-Peak
24a92f60-817b-44ef-8947,18:37:09,Online,Credit Card,None,Standard,Off-Peak
e4a56d4b-a0f8-4bb4-b4d1,18:43:10,Online,Credit Card,None,Standard,Off-Peak
25223ba3-bb68-4aed-8be3,20:03:21,Online,Credit Card,None,Standard,Off-Peak
be6619e5-06c0-4a76-8073,3:17:10,Online,Credit Card,None,Standard,Off-Peak
a0c43e5b-7953-4097-bc5a,7:29:36,Online,Credit Card,None,Standard,Off-Peak
42de5200-cc1f-44f8-8084,13:16:48,Online,Credit Card,None,Standard,Off-Peak
c336fa60-8b91-4b09-b826,20:09:45,Online,Credit Card,None,Standard,Off-Peak
25927a4e-74cf-4350-b63d,17:21:38,Online,Credit Card,None,Standard,Off-Peak
9e2b0bd8-9195-45b4-a38f,12:24:23,Online,Credit Card,None,Standard,Off-Peak
bfd3a8af-a121-4c6e-8103,13:27:24,Online,Credit Card,None,Standard,Off-Peak
81348a8d-5b99-4114-bdaa,20:07:41,Online,Credit Card,None,Standard,Off-Peak
02791cc6-e837-48e9-9cb7,12:24:12,Online,Credit Card,None,Standard,Off-Peak
390188b9-43c1-4223-baaa,12:22:44,Online,Credit Card,None,Standard,Off-Peak
beeb594a-b98b-46bd-ba56,3:15:22,Online,Credit Card,None,Standard,Off-Peak
3003c62e-e4d9-4e2d-8dc5,18:42:13,Online,Credit Card,None,Standard,Off-Peak
a219d20d-328b-43ff-a36f,12:20:03,Online,Credit Card,None,Standard,Off-Peak
87e1c00a-421c-495e-be19,17:44:49,Online,Credit Card,None,Standard,Off-Peak
a235cab5-17db-42c8-8d1f,12:25:26,Online,Credit Card,None,Standard,Off-Peak
dfc68bcd-8265-4e65-802d,13:28:29,Online,Credit Card,None,Standard,Off-Peak
009aa905-9818-4e7d-b364,17:24:21,Online,Credit Card,None,Standard,Off-Peak
7bceaab7-1079-4568-bd8c,0:02:23,Online,Credit Card,None,Standard,Off-Peak
a453ec5e-6cbb-4140-915a,0:11:43,Online,Credit Card,None,Standard,Off-Peak
c41b9630-6136-4429-b9a1,5:00:02,Online,Credit Card,None,Standard,Off-Peak
4fad0f5f-177c-4cfc-a619,12:24:36,Online,Credit Card,None,Standard,Off-Peak
b31b38f1-e83d-4357-9b40,0:02:55,Online,Credit Card,None,Standard,Off-Peak
e8c28cd9-f0ad-4984-83e7,3:24:12,Online,Credit Card,None,Standard,Off-Peak
c45331d1-e60c-43e8-8ad0,0:01:09,Online,Credit Card,None,Standard,Off-Peak
623d189c-51ac-48e9-b056,3:29:42,Online,Credit Card,None,Standard,Off-Peak
99f88e59-fe0f-4f37-ba1b,0:11:22,Online,Credit Card,None,Standard,Off-Peak
39ef387a-674b-45de-bf69,3:25:58,Online,Credit Card,None,Standard,Off-Peak
0b874361-ff27-4a95-9799,13:15:16,Online,Credit Card,None,Standard,Off-Peak
4095afee-648d-494d-9557,17:15:40,Online,Credit Card,None,Standard,Off-Peak
66d1843a-4a23-4184-aa96,20:03:42,Online,Credit Card,None,Standard,Off-Peak
ac86bf8b-d302-4b23-978c,6:29:55,Online,Credit Card,None,Standard,Off-Peak
5f18df5b-a210-47ba-8ef3,17:22:20,Online,Credit Card,None,Standard,Off-Peak
f9eb2c00-662c-440d-bf8d,12:21:06,Online,Credit Card,None,Standard,Off-Peak
c7df9ad4-19f5-4950-8996,18:30:04,Online,Credit Card,None,Standard,Off-Peak
1304623d-b8b7-4999-8e9c,18:42:58,Online,Credit Card,None,Standard,Off-Peak
8a66ead7-e381-4311-b667,0:54:33,Online,Credit Card,None,Standard,Off-Peak
bfe1899a-b5cd-49f2-ab09,10:16:33,Online,Credit Card,None,Standard,Off-Peak
87822151-5e1f-4fdf-949b,10:26:21,Online,Credit Card,None,Standard,Off-Peak
d60112b6-78f3-4232-9d5a,0:46:25,Online,Credit Card,None,Standard,Off-Peak
11a6a0c1-6c39-47c3-b1bd,11:45:56,Online,Credit Card,None,Standard,Off-Peak
150ad744-4508-44cc-8e90,11:46:10,Online,Credit Card,None,Standard,Off-Peak
5e9834f5-d755-4310-ba17,11:55:22,Online,Credit Card,None,Standard,Off-Peak
70414746-b0a3-4fda-bd5e,17:16:11,Online,Credit Card,None,Standard,Off-Peak
d2296805-1b87-47b3-8629,17:19:24,Online,Credit Card,None,Standard,Off-Peak
877852fb-887b-4994-b58c,19:07:06,Online,Credit Card,None,Standard,Off-Peak
fbfe8bb1-226e-4264-8c5e,9:03:33,Online,Credit Card,None,Standard,Off-Peak
384f351c-5a29-4085-b2d5,9:11:38,Online,Credit Card,None,Standard,Off-Peak
1421344e-380c-4231-a9c1,15:54:59,Online,Credit Card,None,Standard,Off-Peak
0227e9ea-2172-4681-a907,18:34:16,Online,Credit Card,None,Standard,Off-Peak
85463a0e-faae-4493-ba45,11:56:29,Online,Credit Card,None,Standard,Off-Peak
b35beecc-3274-45e9-96b0,12:08:59,Online,Credit Card,None,Standard,Off-Peak
39783bf9-5473-49af-b9d9,18:32:13,Online,Credit Card,None,Standard,Off-Peak
c1a4bd07-1f49-428c-898d,0:53:15,Online,Credit Card,None,Standard,Off-Peak
fce618a0-eac6-4d9a-a296,11:46:49,Online,Credit Card,None,Standard,Off-Peak
b86e7ce3-a868-4592-bdcb,11:56:54,Online,Credit Card,None,Standard,Off-Peak
7ea89af6-4f87-4b6c-95d8,0:50:25,Online,Credit Card,None,Standard,Off-Peak
25356f89-fd45-45cc-9051,9:29:28,Online,Credit Card,None,Standard,Off-Peak
cb1c6d53-afde-49b8-9d95,11:48:06,Online,Credit Card,None,Standard,Off-Peak
cde3460c-7e09-4d8c-a319,0:54:07,Online,Credit Card,None,Standard,Off-Peak
7a76869c-4ffc-4170-ae3c,11:50:26,Online,Credit Card,None,Standard,Off-Peak
35718014-2ec9-42c0-9ea0,0:57:53,Online,Credit Card,None,Standard,Off-Peak
8c5f5401-143f-48b0-8d8a,5:01:17,Online,Credit Card,None,Standard,Off-Peak
cc742a5e-bce6-440e-96f1,5:11:37,Online,Credit Card,None,Standard,Off-Peak
78de2325-f029-4df5-94db,14:59:19,Online,Credit Card,None,Standard,Off-Peak
b9be74bd-34f4-40ae-8dc9,15:42:23,Online,Credit Card,None,Standard,Off-Peak
17f312a5-823e-43b4-a3fe,17:17:31,Online,Credit Card,None,Standard,Off-Peak
93a334c1-ec57-4599-8f6e,5:07:53,Online,Credit Card,None,Standard,Off-Peak
8a3b0c83-ac35-407f-81c2,6:59:07,Online,Credit Card,None,Standard,Off-Peak
8ba34547-a576-483c-aef7,7:38:30,Online,Credit Card,None,Standard,Off-Peak
af07a826-40b7-4da9-9c00,9:13:36,Online,Credit Card,None,Standard,Off-Peak
3db14601-59ab-4bea-97ba,9:26:33,Online,Credit Card,None,Standard,Off-Peak
c0fda791-9f15-441b-8339,11:58:27,Online,Credit Card,None,Standard,Off-Peak
3cdf9253-1548-4242-b1e1,0:53:07,Online,Credit Card,None,Standard,Off-Peak
89e930a0-2049-48f4-9822,0:54:28,Online,Credit Card,None,Standard,Off-Peak
69876b74-b29a-4061-b4e0,11:59:29,Online,Credit Card,None,Standard,Off-Peak
dd985440-69a8-4042-b6d9,18:30:10,Online,Credit Card,None,Standard,Off-Peak
7c8af177-6fd2-4514-b357,11:50:59,Online,Credit Card,None,Standard,Off-Peak
1f0c34da-b78f-4f2c-a223,14:26:37,Online,Credit Card,None,Standard,Off-Peak
5094d8c2-73cd-46fe-802b,0:47:28,Online,Credit Card,None,Standard,Off-Peak
a8f4b360-0b45-4052-9549,0:48:36,Online,Credit Card,None,Standard,Off-Peak
1d12dc7c-0ad8-459b-9ec2,9:24:14,Online,Credit Card,None,Standard,Off-Peak
a935117a-6cc7-4443-b3f5,14:17:33,Online,Credit Card,None,Standard,Off-Peak
bc9d0943-ca37-4219-b751,20:32:29,Online,Credit Card,None,Standard,Off-Peak
e671491a-c035-41d6-9168,20:33:51,Online,Credit Card,None,Standard,Off-Peak
d0f59598-d7f9-4ce6-9239,11:51:24,Online,Credit Card,None,Standard,Off-Peak
f86f382b-fab4-406f-88e0,18:35:57,Online,Credit Card,None,Standard,Off-Peak
479509cd-bbc6-4e49-922e,0:57:39,Online,Credit Card,None,Standard,Off-Peak
64932bbb-3f81-43c8-9c7e,7:21:52,Online,Credit Card,None,Standard,Off-Peak
35f033ef-115d-40ac-b410,17:16:33,Online,Credit Card,None,Standard,Off-Peak
8cac5bcc-cc59-4b70-818e,18:31:37,Online,Credit Card,None,Standard,Off-Peak
41e7ba06-a52b-4c73-b3b2,19:00:21,Online,Credit Card,None,Standard,Off-Peak
bb7c07d2-82ae-42d0-b03c,5:06:06,Online,Credit Card,None,Standard,Off-Peak
f27b9a38-b01a-4269-a1ba,9:18:02,Online,Credit Card,None,Standard,Off-Peak
22932dac-1dcb-46d5-9ec8,10:15:56,Online,Credit Card,None,Standard,Off-Peak
5c3908e3-8349-4c84-9617,14:57:28,Online,Credit Card,None,Standard,Off-Peak
72903f41-4379-4b01-9af0,18:31:49,Online,Credit Card,None,Standard,Off-Peak
cc8c5461-76a7-4a55-a52a,11:59:45,Online,Credit Card,None,Standard,Off-Peak
d6fbc347-b93b-48a6-ab5f,11:47:38,Online,Credit Card,None,Standard,Off-Peak
227ff9eb-ef8f-482d-b899,12:03:11,Online,Credit Card,None,Standard,Off-Peak
c6907218-517f-4f4e-bb45,7:34:06,Online,Credit Card,None,Standard,Off-Peak
c06caaa9-23eb-4cad-a062,11:48:53,Online,Credit Card,None,Standard,Off-Peak
07556a51-5f65-48c1-8ac0,11:52:13,Online,Credit Card,None,Standard,Off-Peak
45e1e5ff-2582-4abe-a9ee,18:33:19,Online,Credit Card,None,Standard,Off-Peak
5cab6ea3-7a5d-4f70-b065,0:51:56,Online,Credit Card,None,Standard,Off-Peak
8694fb03-d3e3-43b3-b7cf,4:48:08,Online,Credit Card,None,Standard,Off-Peak
a92a5224-f37a-4caf-9c42,5:01:48,Online,Credit Card,None,Standard,Off-Peak
93b4eb86-9d28-4f51-b026,6:51:37,Online,Credit Card,None,Standard,Off-Peak
549b554c-5492-46d4-a777,10:20:36,Online,Credit Card,None,Standard,Off-Peak
12fbe2df-4dcf-48eb-98f6,11:50:35,Online,Credit Card,None,Standard,Off-Peak
24ad5ccd-a4b2-4f30-84ee,17:20:04,Online,Credit Card,None,Standard,Off-Peak
7f009d07-dd16-424f-8160,17:24:03,Online,Credit Card,None,Standard,Off-Peak
3b7c0b20-d50d-42c9-8c26,0:50:43,Online,Credit Card,None,Standard,Off-Peak
6119ad06-adef-4f88-b314,17:17:27,Online,Credit Card,None,Standard,Off-Peak
79eb657e-d499-474b-bbed,0:57:36,Online,Credit Card,None,Standard,Off-Peak
8be4fc2c-b57a-464c-90fb,11:49:05,Online,Credit Card,None,Standard,Off-Peak
c3593786-0752-4c74-aba3,0:51:21,Online,Credit Card,None,Standard,Off-Peak
2fb0dbc4-5fb6-4045-b28d,0:53:42,Online,Credit Card,None,Standard,Off-Peak
5470ee64-9f57-46cf-ae11,12:18:48,Online,Credit Card,None,Standard,Off-Peak
31594f67-c96b-4fed-b15d,18:39:40,Online,Credit Card,None,Standard,Off-Peak
24380df2-d37d-490f-b804,1:00:34,Online,Credit Card,None,Standard,Off-Peak
5c1583be-071c-417a-86e0,9:14:53,Online,Credit Card,None,Standard,Off-Peak
50d24e63-b659-42f9-a3f7,10:23:57,Online,Credit Card,None,Standard,Off-Peak
8593ffe7-74b1-47ab-bf67,11:59:46,Online,Credit Card,None,Standard,Off-Peak
7d934eb2-27a3-4476-ba27,13:17:04,Online,Credit Card,None,Standard,Off-Peak
76afda7b-329f-4a1b-9c85,11:57:50,Online,Credit Card,None,Standard,Off-Peak
bf020b6f-7238-40e8-893e,14:50:04,Online,Credit Card,None,Standard,Off-Peak
26317218-099e-45ae-aa98,15:44:42,Online,Credit Card,None,Standard,Off-Peak
351d8edd-8dcf-4b2a-a6bb,17:24:58,Online,Credit Card,None,Standard,Off-Peak
12930261-0139-420f-96c8,4:47:36,Online,Credit Card,None,Standard,Off-Peak
dcad7901-7e55-400d-860d,5:00:40,Online,Credit Card,None,Standard,Off-Peak
5deb3aa5-acde-4cc7-8110,5:11:25,Online,Credit Card,None,Standard,Off-Peak
3db4aa6b-a2a2-4910-bdb7,13:25:46,Online,Credit Card,None,Standard,Off-Peak
f0779560-2860-4dd2-8f8d,0:54:01,Online,Credit Card,None,Standard,Off-Peak
615db395-31db-42b0-ad3e,11:53:48,Online,Credit Card,None,Standard,Off-Peak
c2328503-08c5-436d-b050,12:04:23,Online,Credit Card,None,Standard,Off-Peak
0d3b211b-d345-4e05-959c,11:59:06,Online,Credit Card,None,Standard,Off-Peak
0c1e9252-0909-4e79-a25f,0:49:11,Online,Credit Card,None,Standard,Off-Peak
6cb02fc5-30ac-4045-9b0f,9:29:41,Online,Credit Card,None,Standard,Off-Peak
c233d592-01ef-49f0-bb47,0:51:14,Online,Credit Card,None,Standard,Off-Peak
afb2ab4d-e4e0-443e-8cb4,19:12:02,Online,Credit Card,None,Standard,Off-Peak
4e39124b-faaa-481f-bd4f,0:47:05,Online,Credit Card,None,Standard,Off-Peak
c384b8ae-f54a-4f93-97a7,0:55:57,Online,Credit Card,None,Standard,Off-Peak
80674450-5ed4-45b8-9121,5:03:12,Online,Credit Card,None,Standard,Off-Peak
f74b7cec-51e0-4c83-9eb3,9:21:11,Online,Credit Card,None,Standard,Off-Peak
9ffcb9b6-f726-4e3f-82a7,11:52:22,Online,Credit Card,None,Standard,Off-Peak
1bee4ddf-b77b-4a70-9435,11:59:44,Online,Credit Card,None,Standard,Off-Peak
4ed38591-8317-4605-9a6b,17:24:43,Online,Credit Card,None,Standard,Off-Peak
6fb3b9e6-37c1-417f-9f1c,5:00:57,Online,Credit Card,None,Standard,Off-Peak
0a53c08e-db77-4752-bfb8,15:33:19,Online,Credit Card,None,Standard,Off-Peak
0719d940-df50-4c9a-af8d,17:28:08,Online,Credit Card,None,Standard,Off-Peak
919f13ae-7647-47c1-bd55,18:34:53,Online,Credit Card,None,Standard,Off-Peak
9995ff0c-910d-419f-81e6,0:45:11,Online,Credit Card,None,Standard,Off-Peak
e8fa04bf-30fe-4852-9cd3,0:48:30,Online,Credit Card,None,Standard,Off-Peak
d7b7439d-254a-45f6-a349,10:17:53,Online,Credit Card,None,Standard,Off-Peak
ab3cca3f-4101-4f1b-9157,9:01:00,Online,Credit Card,None,Standard,Off-Peak
14ad915c-3b1a-4d60-9cf9,13:23:21,Online,Credit Card,None,Standard,Off-Peak
bc79c2f6-ca63-41c9-a6d3,18:32:56,Online,Credit Card,None,Standard,Off-Peak
d277cbee-916f-492d-aa12,19:07:41,Online,Credit Card,None,Standard,Off-Peak
cdfc7d2f-f036-4516-b980,9:13:47,Online,Credit Card,None,Standard,Off-Peak
4caab0a3-205d-42ff-9d35,12:07:56,Online,Credit Card,None,Standard,Off-Peak
6ae60322-9b1e-4164-9157,13:22:01,Online,Credit Card,None,Standard,Off-Peak
e866171f-0ff9-4444-8f41,0:50:42,Online,Credit Card,None,Standard,Off-Peak
15629cb6-87a4-454e-b660,0:53:10,Online,Credit Card,None,Standard,Off-Peak
469ff78f-de7a-479e-b208,11:52:08,Online,Credit Card,None,Standard,Off-Peak
187c7f00-2577-45a5-8f07,11:55:51,Online,Credit Card,None,Standard,Off-Peak
ce3f9f91-43fc-45e5-bf12,0:46:04,Online,Credit Card,None,Standard,Off-Peak
7cc5a4d5-ee0c-429b-81f9,5:06:28,Online,Credit Card,None,Standard,Off-Peak
fb4ac890-4dd9-4f3c-859b,11:47:04,Online,Credit Card,None,Standard,Off-Peak
94104b6d-3322-4494-b04b,17:26:40,Online,Credit Card,None,Standard,Off-Peak
5839ef86-d3ef-40a5-8d7c,1:00:28,Online,Credit Card,None,Standard,Off-Peak
e93bab48-dedd-4ce3-b424,5:02:06,Online,Credit Card,None,Standard,Off-Peak
f622fe15-8a4a-4420-bcae,5:04:16,Online,Credit Card,None,Standard,Off-Peak
68d43f2a-9aad-4f68-b106,12:21:21,Online,Credit Card,None,Standard,Off-Peak
085d39d0-cf13-46fc-9e9f,14:25:02,Online,Credit Card,None,Standard,Off-Peak
69c87dc6-4bf2-4c43-9d6b,0:52:00,Online,Credit Card,None,Standard,Off-Peak
0c6f0b93-2b12-4a13-b911,0:58:45,Online,Credit Card,None,Standard,Off-Peak
20640ae4-6667-42ba-affe,18:36:07,Online,Credit Card,None,Standard,Off-Peak
